name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[60] Total Num: 3983, avg: 37.52874179835075rec_023/head/000001/000652.jpg 0.0,0.0 -0.33059484,-0.41935328
[60] Total Num: 3984, avg: 37.52691313789571rec_023/head/000002/000652.jpg 0.0,0.0 0.006688566,-0.4701929
[60] Total Num: 3985, avg: 37.52425709692554rec_023/head/000001/000653.jpg 0.0,0.0 -0.28065166,-0.6001295
[60] Total Num: 3986, avg: 37.52425995971171rec_023/head/000002/000653.jpg 0.0,0.0 0.04391294,-0.62383807
[60] Total Num: 3987, avg: 37.523832496393844rec_023/head/000000/000653.jpg 0.0,0.0 -0.44045788,-0.45340827
[60] Total Num: 3988, avg: 37.52334863886868rec_023/head/000001/000654.jpg 0.0,0.0 -0.2124068,-0.7662207
[60] Total Num: 3989, avg: 37.52527898006197rec_023/head/000002/000654.jpg 0.0,0.0 0.11731877,-0.7646919
[60] Total Num: 3990, avg: 37.52695750821186rec_023/head/000000/000654.jpg 0.0,0.0 -0.47661892,-0.66758597
[60] Total Num: 3991, avg: 37.52901780092788rec_023/head/000603/000654.jpg 0.0,0.0 -0.5671662,-0.72119254
[60] Total Num: 3992, avg: 37.53231624437523rec_023/head/000001/000655.jpg 0.0,0.0 -0.09697204,-0.8655157
[60] Total Num: 3993, avg: 37.53539334487505rec_023/head/000002/000655.jpg 0.0,0.0 0.2203647,-0.8422346
[60] Total Num: 3994, avg: 37.53838429819091rec_023/head/000000/000655.jpg 0.0,0.0 -0.5145818,-0.90003943
[60] Total Num: 3995, avg: 37.543316506834586rec_023/head/000603/000655.jpg 0.0,0.0 -0.62813926,-0.9589522
[60] Total Num: 3996, avg: 37.54951349194487rec_023/head/000001/000656.jpg 0.0,0.0 0.063325554,-0.9866137
[60] Total Num: 3997, avg: 37.55428086319649rec_023/head/000002/000656.jpg 0.0,0.0 0.3615437,-0.89945304
[60] Total Num: 3998, avg: 37.55849965591057rec_023/head/000000/000656.jpg 0.0,0.0 -0.4028657,-1.0236402
[60] Total Num: 3999, avg: 37.56446286948926rec_023/head/000603/000656.jpg 0.0,0.0 -0.47214338,-1.0569295
[60] Total Num: 4000, avg: 37.571081320063925rec_023/head/000001/000657.jpg 0.0,0.0 0.26360664,-0.9963166
[60] Total Num: 4001, avg: 37.5762764633612rec_023/head/000002/000657.jpg 0.0,0.0 0.490003,-0.88737357
[60] Total Num: 4002, avg: 37.58091536175554rec_023/head/000000/000657.jpg 0.0,0.0 -0.17830361,-1.0468937
[60] Total Num: 4003, avg: 37.58664234583003rec_023/head/000603/000657.jpg 0.0,0.0 -0.28992972,-1.1849371
[60] Total Num: 4004, avg: 37.59445287942399rec_023/head/000000/000658.jpg 0.0,0.0 0.06274073,-1.1292806
[60] Total Num: 4005, avg: 37.60123485848474rec_023/head/000001/000658.jpg 0.0,0.0 0.5071154,-1.0213854
[60] Total Num: 4006, avg: 37.60753525125055rec_023/head/000002/000658.jpg 0.0,0.0 0.63152605,-0.872565
[60] Total Num: 4007, avg: 37.612809962651625rec_023/head/000603/000658.jpg 0.0,0.0 0.04610748,-1.1452595
[60] Total Num: 4008, avg: 37.61980430389279rec_023/head/000000/000659.jpg 0.0,0.0 0.34867963,-1.0690465
[60] Total Num: 4009, avg: 37.62616672256942rec_023/head/000001/000659.jpg 0.0,0.0 0.6545395,-0.9314771
[60] Total Num: 4010, avg: 37.63218233154633rec_023/head/000002/000659.jpg 0.0,0.0 0.7180867,-0.80205274
[60] Total Num: 4011, avg: 37.63736725537724rec_023/head/000603/000659.jpg 0.0,0.0 0.44734064,-1.1813059
[60] Total Num: 4012, avg: 37.64542865265187rec_023/head/000000/000660.jpg 0.0,0.0 0.61781484,-1.0091344
[60] Total Num: 4013, avg: 37.652063062899444rec_023/head/000001/000660.jpg 0.0,0.0 0.76314014,-0.82623124
[60] Total Num: 4014, avg: 37.65779945428584rec_023/head/000002/000660.jpg 0.0,0.0 0.8105277,-0.72841746
[60] Total Num: 4015, avg: 37.66312838196967rec_023/head/000603/000660.jpg 0.0,0.0 0.681752,-1.062058
[60] Total Num: 4016, avg: 37.670627053067186rec_023/head/000000/000661.jpg 0.0,0.0 0.7297243,-0.85870796
[60] Total Num: 4017, avg: 37.67639849338651rec_023/head/000001/000661.jpg 0.0,0.0 0.83140033,-0.7031973
[60] Total Num: 4018, avg: 37.68172290786715rec_023/head/000002/000661.jpg 0.0,0.0 0.807887,-0.6127726
[60] Total Num: 4019, avg: 37.6861755560041rec_023/head/000603/000661.jpg 0.0,0.0 0.804698,-0.91097194
[60] Total Num: 4020, avg: 37.692932633038225rec_023/head/000000/000662.jpg 0.0,0.0 0.7598517,-0.7070318
[60] Total Num: 4021, avg: 37.697623020136305rec_023/head/000001/000662.jpg 0.0,0.0 0.8040185,-0.5656336
[60] Total Num: 4022, avg: 37.70171202778244rec_023/head/000002/000662.jpg 0.0,0.0 0.78166264,-0.502569
[60] Total Num: 4023, avg: 37.70515156667776rec_023/head/000603/000662.jpg 0.0,0.0 0.7910564,-0.7376011
[60] Total Num: 4024, avg: 37.710355141439464rec_023/head/000000/000663.jpg 0.0,0.0 0.7204767,-0.5603666
[60] Total Num: 4025, avg: 37.71352383065796rec_023/head/000001/000663.jpg 0.0,0.0 0.77326035,-0.4507594
[60] Total Num: 4026, avg: 37.71655015589872rec_023/head/000002/000663.jpg 0.0,0.0 0.73579645,-0.3998017
[60] Total Num: 4027, avg: 37.71883914492603rec_023/head/000603/000663.jpg 0.0,0.0 0.74331987,-0.5839711
[60] Total Num: 4028, avg: 37.72241064708808rec_023/head/000000/000664.jpg 0.0,0.0 0.6830798,-0.4346356
[60] Total Num: 4029, avg: 37.72428896353567rec_023/head/000001/000664.jpg 0.0,0.0 0.70268387,-0.3333026
[60] Total Num: 4030, avg: 37.725809847724946rec_023/head/000002/000664.jpg 0.0,0.0 0.7141448,-0.31661373
[60] Total Num: 4031, avg: 37.72739179992531rec_023/head/000603/000664.jpg 0.0,0.0 0.6952817,-0.45046923
[60] Total Num: 4032, avg: 37.729510273537215rec_023/head/000000/000665.jpg 0.0,0.0 0.6153571,-0.29766685
[60] Total Num: 4033, avg: 37.729745749808366rec_023/head/000002/000665.jpg 0.0,0.0 0.67228705,-0.2294981
[60] Total Num: 4034, avg: 37.73040007742767rec_023/head/000001/000665.jpg 0.0,0.0 0.67205477,-0.23424916
[60] Total Num: 4035, avg: 37.73106971360329rec_023/head/000603/000665.jpg 0.0,0.0 0.583936,-0.29477474
[60] Total Num: 4036, avg: 37.73089616123787rec_023/head/000000/000666.jpg 0.0,0.0 0.53336304,-0.16130885
[60] Total Num: 4037, avg: 37.72942620655107rec_023/head/000002/000666.jpg 0.0,0.0 0.6155098,-0.14412984
[60] Total Num: 4038, avg: 37.7290221179028rec_023/head/000001/000666.jpg 0.0,0.0 0.6216794,-0.13339148
[60] Total Num: 4039, avg: 37.72867425703744rec_023/head/000603/000666.jpg 0.0,0.0 0.55294657,-0.17646562
[60] Total Num: 4040, avg: 37.72752733805436rec_023/head/000000/000667.jpg 0.0,0.0 0.48082995,-0.06073405
[60] Total Num: 4041, avg: 37.72505859822257rec_023/head/000001/000667.jpg 0.0,0.0 0.5685793,-0.051320314
[60] Total Num: 4042, avg: 37.723814166522125rec_023/head/000002/000667.jpg 0.0,0.0 0.590159,-0.07622203
[60] Total Num: 4043, avg: 37.722908251249365rec_023/head/000603/000667.jpg 0.0,0.0 0.5192098,-0.07103014
[60] Total Num: 4044, avg: 37.72099861975431rec_023/head/000000/000668.jpg 0.0,0.0 0.47607788,0.017300071
[60] Total Num: 4045, avg: 37.718420839312394rec_023/head/000001/000668.jpg 0.0,0.0 0.56555957,0.014592661
[60] Total Num: 4046, avg: 37.7171097577578rec_023/head/000002/000668.jpg 0.0,0.0 0.57414097,-0.0197382
[60] Total Num: 4047, avg: 37.71592270456331rec_023/head/000603/000668.jpg 0.0,0.0 0.49911004,0.018439224
[60] Total Num: 4048, avg: 37.7136743937748rec_023/head/000000/000669.jpg 0.0,0.0 0.48068765,0.091218814
[60] Total Num: 4049, avg: 37.711274062137086rec_023/head/000001/000669.jpg 0.0,0.0 0.55971175,0.07398007
[60] Total Num: 4050, avg: 37.709942485839626rec_023/head/000002/000669.jpg 0.0,0.0 0.5887161,0.030927332
[60] Total Num: 4051, avg: 37.70897038503084rec_023/head/000603/000669.jpg 0.0,0.0 0.47969693,0.09241433
[60] Total Num: 4052, avg: 37.70656218322109rec_023/head/000001/000670.jpg 0.0,0.0 0.5365811,0.12023745
[60] Total Num: 4053, avg: 37.70501414687965rec_023/head/000000/000670.jpg 0.0,0.0 0.45846602,0.14483432
[60] Total Num: 4054, avg: 37.70248668693622rec_023/head/000002/000670.jpg 0.0,0.0 0.5712903,0.07118355
[60] Total Num: 4055, avg: 37.7013165473927rec_023/head/000603/000670.jpg 0.0,0.0 0.45777163,0.15352401
[60] Total Num: 4056, avg: 37.69881738137095rec_023/head/000000/000671.jpg 0.0,0.0 0.4111217,0.19693619
[60] Total Num: 4057, avg: 37.69592859932018rec_023/head/000001/000671.jpg 0.0,0.0 0.53844875,0.16985208
[60] Total Num: 4058, avg: 37.69457536946026rec_023/head/000002/000671.jpg 0.0,0.0 0.5553496,0.108614296
[60] Total Num: 4059, avg: 37.69326092037042rec_023/head/000603/000671.jpg 0.0,0.0 0.43299302,0.21607172
[60] Total Num: 4060, avg: 37.69076259509486rec_023/head/000000/000672.jpg 0.0,0.0 0.3879243,0.25616324
[60] Total Num: 4061, avg: 37.68798933625475rec_023/head/000001/000672.jpg 0.0,0.0 0.497277,0.21197857
[60] Total Num: 4062, avg: 37.68628666607209rec_023/head/000002/000672.jpg 0.0,0.0 0.55249673,0.14778523
[60] Total Num: 4063, avg: 37.685048257989486rec_023/head/000603/000672.jpg 0.0,0.0 0.38124725,0.268431
[60] Total Num: 4064, avg: 37.682295198444265rec_023/head/000000/000673.jpg 0.0,0.0 0.31826654,0.2879265
[60] Total Num: 4065, avg: 37.67902779947966rec_023/head/000001/000673.jpg 0.0,0.0 0.4497452,0.24265333
[60] Total Num: 4066, avg: 37.67690617683745rec_023/head/000002/000673.jpg 0.0,0.0 0.5025114,0.16804568
[60] Total Num: 4067, avg: 37.67507457707883rec_023/head/000603/000673.jpg 0.0,0.0 0.31479734,0.3052252
[60] Total Num: 4068, avg: 37.67193868381655rec_023/head/000000/000674.jpg 0.0,0.0 0.22999199,0.29428747
[60] Total Num: 4069, avg: 37.667910526572804rec_023/head/000001/000674.jpg 0.0,0.0 0.3834376,0.24936186
[60] Total Num: 4070, avg: 37.66504673176702rec_023/head/000002/000674.jpg 0.0,0.0 0.48435235,0.18336579
[60] Total Num: 4071, avg: 37.66304721728837rec_023/head/000603/000674.jpg 0.0,0.0 0.22376156,0.31894097
[60] Total Num: 4072, avg: 37.65924890063079rec_023/head/000000/000675.jpg 0.0,0.0 0.13233882,0.2737571
[60] Total Num: 4073, avg: 37.654270005518754rec_023/head/000001/000675.jpg 0.0,0.0 0.31600383,0.2494663
[60] Total Num: 4074, avg: 37.650652895631374rec_023/head/000002/000675.jpg 0.0,0.0 0.40965587,0.17275791
[60] Total Num: 4075, avg: 37.64763778531208rec_023/head/000603/000675.jpg 0.0,0.0 0.12052942,0.30022317
[60] Total Num: 4076, avg: 37.642939400954184rec_023/head/000000/000676.jpg 0.0,0.0 0.029878503,0.31763613
[60] Total Num: 4077, avg: 37.63818931334555rec_023/head/000001/000676.jpg 0.0,0.0 0.26397306,0.28906897
[60] Total Num: 4078, avg: 37.6344244755795rec_023/head/000002/000676.jpg 0.0,0.0 0.4183734,0.20627397
[60] Total Num: 4079, avg: 37.63171220250366rec_023/head/000603/000676.jpg 0.0,0.0 0.0075446,0.35854238
[60] Total Num: 4080, avg: 37.62752485061017rec_023/head/000000/000677.jpg 0.0,0.0 -0.1186354,0.29815578
[60] Total Num: 4081, avg: 37.62280068110348rec_023/head/000001/000677.jpg 0.0,0.0 0.15293528,0.28804004
[60] Total Num: 4082, avg: 37.61814741391845rec_023/head/000002/000677.jpg 0.0,0.0 0.3581034,0.20103794
[60] Total Num: 4083, avg: 37.61466703860013rec_023/head/000001/000678.jpg 0.0,0.0 0.009390039,0.2709181
[60] Total Num: 4084, avg: 37.60925981246493rec_023/head/000000/000678.jpg 0.0,0.0 -0.30420503,0.26749432
[60] Total Num: 4085, avg: 37.60569605826211rec_023/head/000002/000678.jpg 0.0,0.0 0.26934922,0.17715484
[60] Total Num: 4086, avg: 37.600996507284194rec_023/head/000001/000681.jpg 0.0,0.0 -0.3049593,-0.009624312
[60] Total Num: 4087, avg: 37.59607365712197rec_023/head/000000/000681.jpg 0.0,0.0 -0.629482,-0.028316922
[60] Total Num: 4088, avg: 37.59570724654502rec_023/head/000001/000682.jpg 0.0,0.0 -0.37919712,-0.19104739
[60] Total Num: 4089, avg: 37.592433249317246rec_023/head/000000/000682.jpg 0.0,0.0 -0.63634247,-0.16467248
[60] Total Num: 4090, avg: 37.59240970237677rec_023/head/000001/000683.jpg 0.0,0.0 -0.30942798,-0.32443604
[60] Total Num: 4091, avg: 37.5894463292142rec_023/head/000000/000683.jpg 0.0,0.0 -0.6020422,-0.29796982
[60] Total Num: 4092, avg: 37.58955002341968rec_023/head/000001/000684.jpg 0.0,0.0 -0.26104784,-0.49022007
[60] Total Num: 4093, avg: 37.588070281259235rec_023/head/000002/000684.jpg 0.0,0.0 0.07316941,-0.48840675
[60] Total Num: 4094, avg: 37.5857944498324rec_023/head/000000/000684.jpg 0.0,0.0 -0.5392025,-0.437905
[60] Total Num: 4095, avg: 37.586139751490975rec_023/head/000603/000684.jpg 0.0,0.0 -0.6019272,-0.45619363
[60] Total Num: 4096, avg: 37.587283860056075rec_023/head/000001/000685.jpg 0.0,0.0 -0.18878758,-0.6537245
[60] Total Num: 4097, avg: 37.587571331425444rec_023/head/000002/000685.jpg 0.0,0.0 0.13282621,-0.60628104
[60] Total Num: 4098, avg: 37.58705183158768rec_023/head/000000/000685.jpg 0.0,0.0 -0.49800986,-0.5899546
[60] Total Num: 4099, avg: 37.5883994338157rec_023/head/000603/000685.jpg 0.0,0.0 -0.5665204,-0.6243771
[60] Total Num: 4100, avg: 37.590645598799085rec_023/head/000001/000686.jpg 0.0,0.0 -0.09803334,-0.7643929
[60] Total Num: 4101, avg: 37.592228628466685rec_023/head/000002/000686.jpg 0.0,0.0 0.21894702,-0.74568987
[60] Total Num: 4102, avg: 37.59383605594465rec_023/head/000000/000686.jpg 0.0,0.0 -0.5176079,-0.8019076
[60] Total Num: 4103, avg: 37.59754825774524rec_023/head/000603/000686.jpg 0.0,0.0 -0.56853515,-0.81664723
[60] Total Num: 4104, avg: 37.60173080505621rec_023/head/000001/000687.jpg 0.0,0.0 0.0049991584,-0.8618501
[60] Total Num: 4105, avg: 37.60460029577425rec_023/head/000002/000687.jpg 0.0,0.0 0.32561046,-0.84126633
[60] Total Num: 4106, avg: 37.60782355696372rec_023/head/000000/000687.jpg 0.0,0.0 -0.36471373,-0.8486422
[60] Total Num: 4107, avg: 37.61129482448024rec_023/head/000603/000687.jpg 0.0,0.0 -0.4383394,-0.90218914
[60] Total Num: 4108, avg: 37.615735871467116rec_023/head/000001/000688.jpg 0.0,0.0 0.09378332,-0.98090374
[60] Total Num: 4109, avg: 37.62030006924985rec_023/head/000002/000688.jpg 0.0,0.0 0.3714837,-0.86086273
[60] Total Num: 4110, avg: 37.62394565527602rec_023/head/000603/000688.jpg 0.0,0.0 -0.4308002,-1.0394372
[60] Total Num: 4111, avg: 37.630017794849856rec_023/head/000001/000689.jpg 0.0,0.0 0.049431544,-0.98028725
[60] Total Num: 4112, avg: 37.63453705607218rec_023/head/000002/000689.jpg 0.0,0.0 0.36898294,-0.9266381
[60] Total Num: 4113, avg: 37.63898691444943rec_023/head/000001/000690.jpg 0.0,0.0 -0.052451447,-1.0549408
[60] Total Num: 4114, avg: 37.644540960532645rec_023/head/000002/000690.jpg 0.0,0.0 0.32298037,-0.9877461
[60] Total Num: 4115, avg: 37.64961554717884rec_023/head/000001/000691.jpg 0.0,0.0 -0.2067396,-1.122326
[60] Total Num: 4116, avg: 37.65623376131946rec_023/head/000002/000691.jpg 0.0,0.0 0.2773763,-1.0835915
[60] Total Num: 4117, avg: 37.6624477942595rec_023/head/000001/000692.jpg 0.0,0.0 -0.35639018,-1.1374508
[60] Total Num: 4118, avg: 37.669529786451264rec_023/head/000002/000692.jpg 0.0,0.0 0.19671091,-1.1278428
[60] Total Num: 4119, avg: 37.676199891772825rec_023/head/000001/000693.jpg 0.0,0.0 -0.46289182,-1.1070273
[60] Total Num: 4120, avg: 37.68317321732419rec_023/head/000002/000693.jpg 0.0,0.0 0.10181017,-1.108024
[60] Total Num: 4121, avg: 37.689470195862015rec_023/head/000001/000694.jpg 0.0,0.0 -0.5147562,-1.0618047
[60] Total Num: 4122, avg: 37.69607225486604rec_023/head/000002/000694.jpg 0.0,0.0 0.028613888,-1.0372455
[60] Total Num: 4123, avg: 37.701346950886595rec_023/head/000001/000695.jpg 0.0,0.0 -0.5224312,-1.0630182
[60] Total Num: 4124, avg: 37.707985431428874rec_023/head/000002/000695.jpg 0.0,0.0 0.050011814,-1.0496309
[60] Total Num: 4125, avg: 37.71343332380492rec_023/head/000001/000696.jpg 0.0,0.0 -0.40484083,-1.0544009
[60] Total Num: 4126, avg: 37.719564312890405rec_023/head/000002/000696.jpg 0.0,0.0 0.10970703,-0.97000504
[60] Total Num: 4127, avg: 37.723948454355536rec_023/head/000001/000697.jpg 0.0,0.0 -0.24680541,-1.0226471
[60] Total Num: 4128, avg: 37.729259405033076rec_023/head/000002/000697.jpg 0.0,0.0 0.20911904,-0.9894195
[60] Total Num: 4129, avg: 37.73404912960326rec_023/head/000000/000697.jpg 0.0,0.0 -0.691695,-0.9574044
[60] Total Num: 4130, avg: 37.74033209816031rec_023/head/000001/000698.jpg 0.0,0.0 -0.09219604,-0.9820701
[60] Total Num: 4131, avg: 37.744856539237375rec_023/head/000002/000698.jpg 0.0,0.0 0.28744745,-0.9264264
[60] Total Num: 4132, avg: 37.74899062329402rec_023/head/000000/000698.jpg 0.0,0.0 -0.56825584,-0.98037004
[60] Total Num: 4133, avg: 37.754862189005145rec_023/head/000001/000699.jpg 0.0,0.0 0.07606065,-0.98158646
[60] Total Num: 4134, avg: 37.75936062997368rec_023/head/000002/000699.jpg 0.0,0.0 0.41469702,-0.9095728
[60] Total Num: 4135, avg: 37.76372439671458rec_023/head/000000/000699.jpg 0.0,0.0 -0.39806202,-0.98947036
[60] Total Num: 4136, avg: 37.769001320977154rec_023/head/000001/000700.jpg 0.0,0.0 0.23238727,-0.9122409
[60] Total Num: 4137, avg: 37.772791737538356rec_023/head/000002/000700.jpg 0.0,0.0 0.4766575,-0.8149444
[60] Total Num: 4138, avg: 37.776338680332366rec_023/head/000000/000700.jpg 0.0,0.0 -0.19472502,-0.98274755
[60] Total Num: 4139, avg: 37.7809895440597rec_023/head/000001/000701.jpg 0.0,0.0 0.50174874,-0.9781178
[60] Total Num: 4140, avg: 37.78651993955719rec_023/head/000002/000701.jpg 0.0,0.0 0.6591999,-0.81454885
[60] Total Num: 4141, avg: 37.791196227354604rec_023/head/000000/000701.jpg 0.0,0.0 -0.018660916,-1.0800797
[60] Total Num: 4142, avg: 37.79701422361191rec_023/head/000001/000702.jpg 0.0,0.0 0.6389311,-0.85703677
[60] Total Num: 4143, avg: 37.80196203838444rec_023/head/000002/000702.jpg 0.0,0.0 0.71754354,-0.70779413
[60] Total Num: 4144, avg: 37.806131158937646rec_023/head/000000/000702.jpg 0.0,0.0 0.2768018,-1.0761884
[60] Total Num: 4145, avg: 37.81216851109918rec_023/head/000001/000703.jpg 0.0,0.0 0.6441596,-0.66913164
[60] Total Num: 4146, avg: 37.815387414457646rec_023/head/000000/000703.jpg 0.0,0.0 0.39400694,-0.8272644
[60] Total Num: 4147, avg: 37.818642882292025rec_023/head/000002/000703.jpg 0.0,0.0 0.71365577,-0.5813653
[60] Total Num: 4148, avg: 37.82177691299556rec_023/head/000001/000704.jpg 0.0,0.0 0.6174515,-0.5058869
[60] Total Num: 4149, avg: 37.823386931473955rec_023/head/000000/000704.jpg 0.0,0.0 0.471614,-0.6555301
[60] Total Num: 4150, avg: 37.8251341631485rec_023/head/000002/000704.jpg 0.0,0.0 0.6839271,-0.45990056
[60] Total Num: 4151, avg: 37.827105382154606rec_023/head/000001/000705.jpg 0.0,0.0 0.6548901,-0.42249975
[60] Total Num: 4152, avg: 37.828511732636144rec_023/head/000000/000705.jpg 0.0,0.0 0.5339955,-0.5415705
[60] Total Num: 4153, avg: 37.8296299310466rec_023/head/000002/000705.jpg 0.0,0.0 0.6946333,-0.38839993
[60] Total Num: 4154, avg: 37.831278670828304rec_023/head/000001/000706.jpg 0.0,0.0 0.66961735,-0.373899
[60] Total Num: 4155, avg: 37.83255223161876rec_023/head/000002/000706.jpg 0.0,0.0 0.6695553,-0.33236033
[60] Total Num: 4156, avg: 37.83359523992526rec_023/head/000000/000706.jpg 0.0,0.0 0.5575864,-0.47036198
[60] Total Num: 4157, avg: 37.834321641430904rec_023/head/000001/000707.jpg 0.0,0.0 0.6578198,-0.36025378
[60] Total Num: 4158, avg: 37.83537722545412rec_023/head/000002/000707.jpg 0.0,0.0 0.68526864,-0.33119556
[60] Total Num: 4159, avg: 37.83660248119308rec_023/head/000000/000707.jpg 0.0,0.0 0.56780374,-0.47591084
[60] Total Num: 4160, avg: 37.837473928833084rec_023/head/000001/000708.jpg 0.0,0.0 0.64207166,-0.37319532
[60] Total Num: 4161, avg: 37.83842095014401rec_023/head/000000/000708.jpg 0.0,0.0 0.539676,-0.49453545
[60] Total Num: 4162, avg: 37.83917254032901rec_023/head/000002/000708.jpg 0.0,0.0 0.6940824,-0.3516763
[60] Total Num: 4163, avg: 37.84060763287623rec_023/head/000001/000709.jpg 0.0,0.0 0.65713733,-0.4083861
[60] Total Num: 4164, avg: 37.84194156459711rec_023/head/000000/000709.jpg 0.0,0.0 0.55049723,-0.5507126
[60] Total Num: 4165, avg: 37.84328235487083rec_023/head/000002/000709.jpg 0.0,0.0 0.7115462,-0.3759349
[60] Total Num: 4166, avg: 37.845051563579204rec_023/head/000001/000710.jpg 0.0,0.0 0.71740305,-0.45816484
[60] Total Num: 4167, avg: 37.84736461041346rec_023/head/000002/000710.jpg 0.0,0.0 0.74140394,-0.4040117
[60] Total Num: 4168, avg: 37.849632803768685rec_023/head/000000/000710.jpg 0.0,0.0 0.5758166,-0.60219646
[60] Total Num: 4169, avg: 37.851653591855595rec_023/head/000001/000711.jpg 0.0,0.0 0.6682705,-0.47304815
[60] Total Num: 4170, avg: 37.853530217224446rec_023/head/000002/000711.jpg 0.0,0.0 0.7136981,-0.42168176
[60] Total Num: 4171, avg: 37.855577206275846rec_023/head/000000/000711.jpg 0.0,0.0 0.55372727,-0.63991475
[60] Total Num: 4172, avg: 37.857763731238215rec_023/head/000001/000712.jpg 0.0,0.0 0.54485065,-0.43824443
[60] Total Num: 4173, avg: 37.858097501503615rec_023/head/000000/000712.jpg 0.0,0.0 0.42536128,-0.57482296
[60] Total Num: 4174, avg: 37.858643604292624rec_023/head/000002/000712.jpg 0.0,0.0 0.6213117,-0.40878314
[60] Total Num: 4175, avg: 37.859574393267614rec_023/head/000001/000713.jpg 0.0,0.0 0.5543807,-0.467292
[60] Total Num: 4176, avg: 37.8602347625003rec_023/head/000002/000713.jpg 0.0,0.0 0.61852527,-0.42333785
[60] Total Num: 4177, avg: 37.861232669175976rec_023/head/000000/000713.jpg 0.0,0.0 0.41049168,-0.60623074
[60] Total Num: 4178, avg: 37.862008559375724rec_023/head/000001/000714.jpg 0.0,0.0 0.56953627,-0.4995855
[60] Total Num: 4179, avg: 37.86307881543218rec_023/head/000002/000714.jpg 0.0,0.0 0.64556044,-0.4514561
[60] Total Num: 4180, avg: 37.8645588699314rec_023/head/000000/000714.jpg 0.0,0.0 0.40612215,-0.6555052
[60] Total Num: 4181, avg: 37.86584919655765rec_023/head/000001/000715.jpg 0.0,0.0 0.5551715,-0.5244212
[60] Total Num: 4182, avg: 37.866991135091084rec_023/head/000002/000715.jpg 0.0,0.0 0.63049895,-0.46433333
[60] Total Num: 4183, avg: 37.86840057527126rec_023/head/000001/000716.jpg 0.0,0.0 0.4905147,-0.5520097
[60] Total Num: 4184, avg: 37.86922465686466rec_023/head/000002/000716.jpg 0.0,0.0 0.59182316,-0.4912975
[60] Total Num: 4185, avg: 37.870442436352505rec_023/head/000002/000717.jpg 0.0,0.0 0.5634612,-0.5275014
[60] Total Num: 4186, avg: 37.87168511447987rec_023/head/000002/000718.jpg 0.0,0.0 0.53993064,-0.57294255
[60] Total Num: 4187, avg: 37.873120550414065rec_023/head/000002/000719.jpg 0.0,0.0 0.50071734,-0.6069725
[60] Total Num: 4188, avg: 37.874559756348624rec_023/head/000002/000720.jpg 0.0,0.0 0.47138736,-0.65574855
[60] Total Num: 4189, avg: 37.87627922046852rec_023/head/000002/000721.jpg 0.0,0.0 0.28667858,-0.5154735
[60] Total Num: 4190, avg: 37.875218270839326rec_023/head/000000/000722.jpg 0.0,0.0 -0.6098717,-1.0327082
[60] Total Num: 4191, avg: 37.88172833243834rec_023/head/000000/000723.jpg 0.0,0.0 -0.7951532,-1.0033526
[60] Total Num: 4192, avg: 37.8888876353348rec_023/head/000001/000724.jpg 0.0,0.0 -0.21724528,-1.0256993
[60] Total Num: 4193, avg: 37.89406114265197rec_023/head/000000/000724.jpg 0.0,0.0 -0.80959463,-0.99046236
[60] Total Num: 4194, avg: 37.90118626598101rec_023/head/000001/000725.jpg 0.0,0.0 -0.30058682,-1.0861489
[60] Total Num: 4195, avg: 37.90730665379865rec_023/head/000000/000725.jpg 0.0,0.0 -0.76236254,-0.9632375
[60] Total Num: 4196, avg: 37.91391020654173rec_024/head/000000/000027.jpg 0.0,0.0 0.5242223,0.061231036
[60] Total Num: 4197, avg: 37.912077232589475rec_024/head/000001/000027.jpg 0.0,0.0 0.49937245,0.049708735
[60] Total Num: 4198, avg: 37.909892699774204rec_024/head/000982/000027.jpg 0.0,0.0 0.4941722,0.06048752
[60] Total Num: 4199, avg: 37.9076535876458rec_024/head/000000/000028.jpg 0.0,0.0 0.5335621,0.08762791
[60] Total Num: 4200, avg: 37.905994858473136rec_024/head/000001/000028.jpg 0.0,0.0 0.50785625,0.07550088
[60] Total Num: 4201, avg: 37.90396771596139rec_024/head/000982/000028.jpg 0.0,0.0 0.50699914,0.086711615
[60] Total Num: 4202, avg: 37.90195205295022rec_024/head/000000/000029.jpg 0.0,0.0 0.5483959,0.108137816
[60] Total Num: 4203, avg: 37.90053935776625rec_024/head/000001/000029.jpg 0.0,0.0 0.5302041,0.097910896
[60] Total Num: 4204, avg: 37.898860680174415rec_024/head/000982/000029.jpg 0.0,0.0 0.5324552,0.109230265
[60] Total Num: 4205, avg: 37.897239566695056rec_024/head/000000/000030.jpg 0.0,0.0 0.57786,0.12527762
[60] Total Num: 4206, avg: 37.896263355642915rec_024/head/000001/000030.jpg 0.0,0.0 0.5544937,0.114701904
[60] Total Num: 4207, avg: 37.89495047370594rec_024/head/000982/000030.jpg 0.0,0.0 0.5547471,0.124985695
[60] Total Num: 4208, avg: 37.8936681127893rec_024/head/000000/000031.jpg 0.0,0.0 0.5953665,0.13619505
[60] Total Num: 4209, avg: 37.89295390327197rec_024/head/000001/000031.jpg 0.0,0.0 0.5788227,0.12715262
[60] Total Num: 4210, avg: 37.89199723070344rec_024/head/000982/000031.jpg 0.0,0.0 0.5745598,0.13588986
[60] Total Num: 4211, avg: 37.89100814354139rec_024/head/000000/000032.jpg 0.0,0.0 0.6136928,0.14210477
