name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[40] Total Num: 6520, avg: 36.64556618659422rec_029/head/000277/000253.jpg 0.0,0.0 -0.57997817,-0.14288303
[40] Total Num: 6521, avg: 36.645177542355555rec_029/head/000278/000254.jpg 0.0,0.0 -0.4696435,-0.0632364
[40] Total Num: 6522, avg: 36.643719123334186rec_029/head/000277/000254.jpg 0.0,0.0 -0.5636218,-0.0785679
[40] Total Num: 6523, avg: 36.64309487484297rec_029/head/000278/000255.jpg 0.0,0.0 -0.4924652,-0.021224886
[40] Total Num: 6524, avg: 36.641806880615505rec_029/head/000279/000255.jpg 0.0,0.0 -0.72138643,-0.025435152
[40] Total Num: 6525, avg: 36.64252897402694rec_029/head/000277/000255.jpg 0.0,0.0 -0.58358616,-0.027966356
[40] Total Num: 6526, avg: 36.642042980871395rec_029/head/000278/000256.jpg 0.0,0.0 -0.51387954,0.015910821
[40] Total Num: 6527, avg: 36.64094200515416rec_029/head/000279/000256.jpg 0.0,0.0 -0.7434651,0.030330686
[40] Total Num: 6528, avg: 36.641858844497rec_029/head/000277/000256.jpg 0.0,0.0 -0.5968179,0.01612476
[40] Total Num: 6529, avg: 36.64148577798045rec_029/head/000278/000257.jpg 0.0,0.0 -0.51831615,0.04988414
[40] Total Num: 6530, avg: 36.640441455430185rec_029/head/000277/000257.jpg 0.0,0.0 -0.6362043,0.058380198
[40] Total Num: 6531, avg: 36.64043277667044rec_029/head/000278/000258.jpg 0.0,0.0 -0.54054695,0.0795025
[40] Total Num: 6532, avg: 36.639610801820496rec_029/head/000277/000258.jpg 0.0,0.0 -0.6513322,0.09344403
[40] Total Num: 6533, avg: 36.63976473696473rec_029/head/000278/000259.jpg 0.0,0.0 -0.5891437,0.10395401
[40] Total Num: 6534, avg: 36.63939371353051rec_029/head/000277/000259.jpg 0.0,0.0 -0.6936202,0.12073015
[40] Total Num: 6535, avg: 36.63994476443041rec_029/head/000278/000260.jpg 0.0,0.0 -0.58951366,0.11255651
[40] Total Num: 6536, avg: 36.63958904015925rec_029/head/000277/000260.jpg 0.0,0.0 -0.7308184,0.13761121
[40] Total Num: 6537, avg: 36.640481493808814rec_029/head/000278/000261.jpg 0.0,0.0 -0.63116443,0.11818988
[40] Total Num: 6538, avg: 36.640491579491886rec_029/head/000277/000261.jpg 0.0,0.0 -0.75951236,0.14249712
[40] Total Num: 6539, avg: 36.64163618396059rec_029/head/000278/000262.jpg 0.0,0.0 -0.68241173,0.11512168
[40] Total Num: 6540, avg: 36.642082980217076rec_029/head/000279/000262.jpg 0.0,0.0 -0.98271334,0.19315283
[40] Total Num: 6541, avg: 36.645197303972054rec_029/head/000277/000262.jpg 0.0,0.0 -0.799074,0.1356785
[40] Total Num: 6542, avg: 36.64667216181343rec_029/head/000279/000263.jpg 0.0,0.0 -1.0383778,0.17627944
[40] Total Num: 6543, avg: 36.650243877121405rec_029/head/000278/000263.jpg 0.0,0.0 -0.68491095,0.097384036
[40] Total Num: 6544, avg: 36.65069061423626rec_029/head/000277/000263.jpg 0.0,0.0 -0.82779336,0.11796213
[40] Total Num: 6545, avg: 36.6523931471187rec_029/head/000278/000264.jpg 0.0,0.0 -0.71935123,0.07748339
[40] Total Num: 6546, avg: 36.65312019750295rec_029/head/000277/000264.jpg 0.0,0.0 -0.8665929,0.092232704
[40] Total Num: 6547, avg: 36.65513723725001rec_029/head/000278/000265.jpg 0.0,0.0 -0.7350443,0.05794842
[40] Total Num: 6548, avg: 36.655987278669905rec_029/head/000277/000265.jpg 0.0,0.0 -0.8468078,0.06625736
[40] Total Num: 6549, avg: 36.65781558603546rec_029/head/000278/000266.jpg 0.0,0.0 -0.69904697,0.049504183
[40] Total Num: 6550, avg: 36.658346585694495rec_029/head/000277/000266.jpg 0.0,0.0 -0.8194952,0.055703197
[40] Total Num: 6551, avg: 36.65993080449678rec_029/head/000278/000267.jpg 0.0,0.0 -0.67673296,0.054378796
[40] Total Num: 6552, avg: 36.66026952962433rec_029/head/000279/000267.jpg 0.0,0.0 -0.98198956,0.09997507
[40] Total Num: 6553, avg: 36.66329019801541rec_029/head/000277/000267.jpg 0.0,0.0 -0.7937772,0.061539713
[40] Total Num: 6554, avg: 36.66465171078538rec_029/head/000278/000268.jpg 0.0,0.0 -0.6248874,0.06136052
[40] Total Num: 6555, avg: 36.66454308788024rec_029/head/000279/000268.jpg 0.0,0.0 -0.90747195,0.10749834
[40] Total Num: 6556, avg: 36.66692072161228rec_029/head/000277/000268.jpg 0.0,0.0 -0.7336194,0.070441194
[40] Total Num: 6557, avg: 36.66776314328673rec_029/head/000278/000269.jpg 0.0,0.0 -0.56446457,0.06658744
[40] Total Num: 6558, avg: 36.66713393525709rec_029/head/000279/000269.jpg 0.0,0.0 -0.8381187,0.11310838
[40] Total Num: 6559, avg: 36.66891501417907rec_029/head/000277/000269.jpg 0.0,0.0 -0.6650698,0.07654986
[40] Total Num: 6560, avg: 36.66916657229575rec_029/head/000278/000270.jpg 0.0,0.0 -0.52105606,0.06862431
[40] Total Num: 6561, avg: 36.66816356572457rec_029/head/000279/000270.jpg 0.0,0.0 -0.7664339,0.11015063
[40] Total Num: 6562, avg: 36.66932247459786rec_029/head/000277/000270.jpg 0.0,0.0 -0.61654156,0.07893828
[40] Total Num: 6563, avg: 36.66915591826552rec_029/head/000278/000271.jpg 0.0,0.0 -0.46445435,0.06202558
[40] Total Num: 6564, avg: 36.667657014245805rec_029/head/000277/000271.jpg 0.0,0.0 -0.561723,0.07199407
[40] Total Num: 6565, avg: 36.66700991120588rec_029/head/000278/000272.jpg 0.0,0.0 -0.41882166,0.04810727
[40] Total Num: 6566, avg: 36.665102841266986rec_029/head/000277/000272.jpg 0.0,0.0 -0.5158728,0.05588397
[40] Total Num: 6567, avg: 36.66404445461431rec_029/head/000278/000273.jpg 0.0,0.0 -0.39074755,0.0306487
[40] Total Num: 6568, avg: 36.6618808389524rec_029/head/000277/000273.jpg 0.0,0.0 -0.47233078,0.034063492
[40] Total Num: 6569, avg: 36.66042942532182rec_029/head/000278/000274.jpg 0.0,0.0 -0.3711568,0.0138193695
[40] Total Num: 6570, avg: 36.658088381525594rec_029/head/000279/000274.jpg 0.0,0.0 -0.5642234,0.018639946
[40] Total Num: 6571, avg: 36.65743174716474rec_029/head/000277/000274.jpg 0.0,0.0 -0.44672906,0.014988122
[40] Total Num: 6572, avg: 36.655750628817785rec_029/head/000278/000275.jpg 0.0,0.0 -0.33238405,-0.002550477
[40] Total Num: 6573, avg: 36.65307133354028rec_029/head/000279/000275.jpg 0.0,0.0 -0.518901,-0.006154377
[40] Total Num: 6574, avg: 36.652018651138235rec_029/head/000277/000275.jpg 0.0,0.0 -0.41174594,-0.0040243184
[40] Total Num: 6575, avg: 36.65003239233717rec_029/head/000278/000276.jpg 0.0,0.0 -0.3192529,-0.020887634
[40] Total Num: 6576, avg: 36.64724644117999rec_029/head/000279/000276.jpg 0.0,0.0 -0.50076133,-0.031949695
[40] Total Num: 6577, avg: 36.64604492810857rec_029/head/000277/000276.jpg 0.0,0.0 -0.399931,-0.024316492
[40] Total Num: 6578, avg: 36.64396349800615rec_029/head/000278/000277.jpg 0.0,0.0 -0.3135575,-0.042012062
[40] Total Num: 6579, avg: 36.641147998079106rec_029/head/000277/000277.jpg 0.0,0.0 -0.39229086,-0.047839336
[40] Total Num: 6580, avg: 36.63901933148735rec_029/head/000278/000278.jpg 0.0,0.0 -0.30626455,-0.06543977
[40] Total Num: 6581, avg: 36.63617666531552rec_029/head/000279/000278.jpg 0.0,0.0 -0.4918049,-0.09461493
[40] Total Num: 6582, avg: 36.634963792224724rec_029/head/000278/000279.jpg 0.0,0.0 -0.314041,-0.09479498
[40] Total Num: 6583, avg: 36.632249851670416rec_029/head/000279/000279.jpg 0.0,0.0 -0.49721378,-0.13259344
[40] Total Num: 6584, avg: 36.63115163557958rec_029/head/000277/000279.jpg 0.0,0.0 -0.3940359,-0.107062675
[40] Total Num: 6585, avg: 36.62913520998933rec_029/head/000278/000280.jpg 0.0,0.0 -0.32340586,-0.13137163
[40] Total Num: 6586, avg: 36.62660275549983rec_029/head/000279/000280.jpg 0.0,0.0 -0.51740444,-0.18195094
[40] Total Num: 6587, avg: 36.62578907008398rec_029/head/000277/000280.jpg 0.0,0.0 -0.41712546,-0.15099062
[40] Total Num: 6588, avg: 36.62407453594763rec_029/head/000278/000281.jpg 0.0,0.0 -0.3528651,-0.18135808
[40] Total Num: 6589, avg: 36.62195096024883rec_029/head/000277/000281.jpg 0.0,0.0 -0.4390696,-0.20258291
[40] Total Num: 6590, avg: 36.620573774337664rec_029/head/000279/000282.jpg 0.0,0.0 -0.62896484,-0.322108
[40] Total Num: 6591, avg: 36.621072911044564rec_029/head/000278/000282.jpg 0.0,0.0 -0.39827162,-0.23712723
[40] Total Num: 6592, avg: 36.61951792659843rec_029/head/000277/000282.jpg 0.0,0.0 -0.4959743,-0.26670685
[40] Total Num: 6593, avg: 36.61881132288737rec_029/head/000278/000283.jpg 0.0,0.0 -0.4302157,-0.2811193
[40] Total Num: 6594, avg: 36.61768131418844rec_029/head/000279/000283.jpg 0.0,0.0 -0.6731744,-0.38004953
[40] Total Num: 6595, avg: 36.61871623767731rec_029/head/000277/000283.jpg 0.0,0.0 -0.54317397,-0.3223583
[40] Total Num: 6596, avg: 36.61857853919557rec_029/head/000278/000284.jpg 0.0,0.0 -0.3943763,-0.2658439
[40] Total Num: 6597, avg: 36.61712438638953rec_029/head/000279/000284.jpg 0.0,0.0 -0.6269148,-0.37398657
[40] Total Num: 6598, avg: 36.617799847795645rec_029/head/000277/000284.jpg 0.0,0.0 -0.49326992,-0.3077934
[40] Total Num: 6599, avg: 36.61724003695227rec_029/head/000278/000285.jpg 0.0,0.0 -0.49657312,-0.31838885
[40] Total Num: 6600, avg: 36.616749677873706rec_029/head/000279/000285.jpg 0.0,0.0 -0.7857646,-0.44351116
[40] Total Num: 6601, avg: 36.61882604984422rec_029/head/000277/000285.jpg 0.0,0.0 -0.6233835,-0.37251604
[40] Total Num: 6602, avg: 36.61946961912972rec_029/head/000278/000286.jpg 0.0,0.0 -0.46942914,-0.2895992
[40] Total Num: 6603, avg: 36.618660149337664rec_029/head/000279/000286.jpg 0.0,0.0 -0.7075454,-0.40050152
[40] Total Num: 6604, avg: 36.62001822422575rec_029/head/000277/000286.jpg 0.0,0.0 -0.5689954,-0.334845
[40] Total Num: 6605, avg: 36.620118582479954rec_029/head/000279/000287.jpg 0.0,0.0 -0.75582516,-0.40985435
[40] Total Num: 6606, avg: 36.621860993529936rec_029/head/000278/000287.jpg 0.0,0.0 -0.47245434,-0.2785164
[40] Total Num: 6607, avg: 36.621027369511125rec_029/head/000277/000287.jpg 0.0,0.0 -0.60926884,-0.34349608
[40] Total Num: 6608, avg: 36.62145573590501rec_029/head/000279/000288.jpg 0.0,0.0 -0.788269,-0.38214245
[40] Total Num: 6609, avg: 36.62334987463591rec_029/head/000278/000288.jpg 0.0,0.0 -0.52478886,-0.27032515
[40] Total Num: 6610, avg: 36.62287554791697rec_029/head/000277/000288.jpg 0.0,0.0 -0.62306356,-0.3141943
[40] Total Num: 6611, avg: 36.62330100863142rec_029/head/000278/000289.jpg 0.0,0.0 -0.53993416,-0.24343777
[40] Total Num: 6612, avg: 36.62285110615772rec_029/head/000277/000289.jpg 0.0,0.0 -0.65677536,-0.29233724
[40] Total Num: 6613, avg: 36.62346458361367rec_030/head/000367/000111.jpg 0.0,0.0 1.6902683,-0.0439872
[40] Total Num: 6614, avg: 36.632568774944666rec_030/head/000367/000132.jpg 0.0,0.0 2.0657346,-1.4180068
[40] Total Num: 6615, avg: 36.64126309583429rec_030/head/000367/000134.jpg 0.0,0.0 -0.027814372,-1.4857861
[40] Total Num: 6616, avg: 36.64859228223244rec_030/head/000367/000164.jpg 0.0,0.0 0.278903,-1.2473677
[40] Total Num: 6617, avg: 36.65396644994486rec_030/head/000367/000165.jpg 0.0,0.0 0.6849076,-1.184736
[40] Total Num: 6618, avg: 36.659465223667546rec_030/head/000367/000166.jpg 0.0,0.0 0.8352291,-1.0786734
[40] Total Num: 6619, avg: 36.66473126509526rec_030/head/000367/000168.jpg 0.0,0.0 1.0126716,-0.8826447
[40] Total Num: 6620, avg: 36.669818950821586rec_030/head/000367/000169.jpg 0.0,0.0 1.0489904,-0.7882465
[40] Total Num: 6621, avg: 36.67476596438883rec_030/head/000367/000170.jpg 0.0,0.0 0.8338688,-0.6212794
[40] Total Num: 6622, avg: 36.67781672967926rec_030/head/000367/000173.jpg 0.0,0.0 0.6455332,-0.41819778
[40] Total Num: 6623, avg: 36.678789195090445rec_030/head/000367/000174.jpg 0.0,0.0 0.60130763,-0.4343085
[40] Total Num: 6624, avg: 36.67952895249917rec_030/head/000367/000175.jpg 0.0,0.0 0.5771901,-0.49876514
[40] Total Num: 6625, avg: 36.680425010305434rec_030/head/000367/000176.jpg 0.0,0.0 0.46198413,-0.51419395
[40] Total Num: 6626, avg: 36.68074383488261rec_030/head/000364/000181.jpg 0.0,0.0 0.6447018,-0.4443787
[40] Total Num: 6627, avg: 36.68181947470327rec_030/head/000367/000184.jpg 0.0,0.0 -0.01741823,-0.6289001
[40] Total Num: 6628, avg: 36.68172343498809rec_030/head/000367/000186.jpg 0.0,0.0 -0.18770489,-0.7737553
[40] Total Num: 6629, avg: 36.68303163276911rec_030/head/000367/000187.jpg 0.0,0.0 -0.40088946,-0.8964197
[40] Total Num: 6630, avg: 36.68578036305147rec_030/head/000367/000188.jpg 0.0,0.0 -0.48158255,-0.8236288
[40] Total Num: 6631, avg: 36.6882357129427rec_030/head/000367/000189.jpg 0.0,0.0 -0.4902857,-0.73113364
[40] Total Num: 6632, avg: 36.69008451262552rec_030/head/000367/000190.jpg 0.0,0.0 -0.58423406,-0.724312
[40] Total Num: 6633, avg: 36.69229279740698rec_030/head/000367/000192.jpg 0.0,0.0 -0.6295761,-0.6256387
[40] Total Num: 6634, avg: 36.69415808945595rec_030/head/000364/000204.jpg 0.0,0.0 -0.29364082,-0.53130174
[40] Total Num: 6635, avg: 36.693810309199776rec_030/head/000364/000224.jpg 0.0,0.0 0.41349584,0.22872046
[40] Total Num: 6636, avg: 36.69233299165481rec_030/head/000364/000225.jpg 0.0,0.0 0.3688297,0.23673953
[40] Total Num: 6637, avg: 36.69056259688275rec_030/head/000364/000227.jpg 0.0,0.0 0.2794303,0.25300455
[40] Total Num: 6638, avg: 36.68826958457667rec_030/head/000364/000228.jpg 0.0,0.0 0.23190239,0.26710787
[40] Total Num: 6639, avg: 36.685780397141194rec_030/head/000364/000229.jpg 0.0,0.0 0.17064035,0.27467662
[40] Total Num: 6640, avg: 36.68303585873356rec_030/head/000364/000230.jpg 0.0,0.0 0.10141514,0.2676189
[40] Total Num: 6641, avg: 36.67997754354907rec_030/head/000364/000231.jpg 0.0,0.0 0.052576024,0.2761365
[40] Total Num: 6642, avg: 36.676878853874825rec_030/head/000364/000232.jpg 0.0,0.0 0.016190099,0.28548858
[40] Total Num: 6643, avg: 36.673823905271426rec_030/head/000364/000233.jpg 0.0,0.0 -0.010415277,0.2899479
[40] Total Num: 6644, avg: 36.6708060515201rec_030/head/000364/000234.jpg 0.0,0.0 -0.035686202,0.28414053
[40] Total Num: 6645, avg: 36.6677561937935rec_030/head/000364/000236.jpg 0.0,0.0 -0.079646274,0.26486227
[40] Total Num: 6646, avg: 36.66462100880756rec_030/head/000364/000237.jpg 0.0,0.0 -0.09385563,0.25140896
[40] Total Num: 6647, avg: 36.66141522687276rec_030/head/000364/000239.jpg 0.0,0.0 -0.06618795,0.2410168
[40] Total Num: 6648, avg: 36.658053210967076rec_030/head/000364/000240.jpg 0.0,0.0 -0.015767388,0.24180782
[40] Total Num: 6649, avg: 36.65462793807846rec_030/head/000364/000241.jpg 0.0,0.0 0.05239844,0.25745597
[40] Total Num: 6650, avg: 36.65137865635007rec_030/head/000364/000243.jpg 0.0,0.0 0.24516533,0.2713307
[40] Total Num: 6651, avg: 36.64900066656884rec_030/head/000364/000244.jpg 0.0,0.0 0.3011303,0.23692638
[40] Total Num: 6652, avg: 36.64677218191437rec_030/head/000364/000245.jpg 0.0,0.0 0.36362767,0.2158087
[40] Total Num: 6653, avg: 36.644884214602094rec_030/head/000364/000246.jpg 0.0,0.0 0.44439158,0.19810027
[40] Total Num: 6654, avg: 36.64354324980383rec_030/head/000364/000247.jpg 0.0,0.0 0.47993636,0.16646272
[40] Total Num: 6655, avg: 36.642392163103935rec_030/head/000364/000248.jpg 0.0,0.0 0.55101496,0.15032929
[40] Total Num: 6656, avg: 36.6417859152639rec_030/head/000364/000249.jpg 0.0,0.0 0.5691752,0.111713916
[40] Total Num: 6657, avg: 36.641263696993576rec_030/head/000364/000250.jpg 0.0,0.0 0.6051791,0.066055484
[40] Total Num: 6658, avg: 36.64099532285629rec_030/head/000364/000251.jpg 0.0,0.0 0.6427983,0.016341994
[40] Total Num: 6659, avg: 36.64102518441746rec_030/head/000364/000252.jpg 0.0,0.0 0.6497582,-0.031393196
[40] Total Num: 6660, avg: 36.64111895577288rec_030/head/000364/000253.jpg 0.0,0.0 0.6318972,-0.06925609
[40] Total Num: 6661, avg: 36.64108159542759rec_030/head/000364/000254.jpg 0.0,0.0 0.6272972,-0.097574465
[40] Total Num: 6662, avg: 36.641032756919984rec_030/head/000364/000255.jpg 0.0,0.0 0.6745847,-0.13874492
[40] Total Num: 6663, avg: 36.64143695993975rec_030/head/000364/000256.jpg 0.0,0.0 0.63760525,-0.17738056
[40] Total Num: 6664, avg: 36.64160013396373rec_030/head/000364/000257.jpg 0.0,0.0 0.6283304,-0.22644702
[40] Total Num: 6665, avg: 36.641799119816824rec_030/head/000364/000259.jpg 0.0,0.0 0.6404847,-0.34303778
[40] Total Num: 6666, avg: 36.642447919253925rec_030/head/000364/000260.jpg 0.0,0.0 0.6399006,-0.41994676
[40] Total Num: 6667, avg: 36.64338759760358rec_030/head/000364/000261.jpg 0.0,0.0 0.6541171,-0.51499385
[40] Total Num: 6668, avg: 36.64483851350391rec_030/head/000364/000262.jpg 0.0,0.0 0.6634295,-0.63163257
[40] Total Num: 6669, avg: 36.64691833397194rec_030/head/000364/000264.jpg 0.0,0.0 0.48567408,-0.82473123
[40] Total Num: 6670, avg: 36.64938674589267rec_030/head/000364/000265.jpg 0.0,0.0 0.35433543,-0.9568489
[40] Total Num: 6671, avg: 36.65248161800048rec_030/head/000364/000267.jpg 0.0,0.0 -0.106399596,-0.9868846
[40] Total Num: 6672, avg: 36.655495058895724rec_030/head/000364/000268.jpg 0.0,0.0 -0.27280593,-0.94523203
[40] Total Num: 6673, avg: 36.658345134131565rec_030/head/000364/000269.jpg 0.0,0.0 -0.4031848,-0.8684777
[40] Total Num: 6674, avg: 36.6608753481599rec_030/head/000364/000270.jpg 0.0,0.0 -0.38528368,-0.6838775
[40] Total Num: 6675, avg: 36.66198761343505rec_030/head/000364/000271.jpg 0.0,0.0 -0.41752577,-0.6244817
[40] Total Num: 6676, avg: 36.662807310957255rec_030/head/000364/000272.jpg 0.0,0.0 -0.5098807,-0.73862135
[40] Total Num: 6677, avg: 36.66477607113895rec_030/head/000364/000273.jpg 0.0,0.0 -0.47223163,-0.80613786
[40] Total Num: 6678, avg: 36.6670630655398rec_030/head/000364/000275.jpg 0.0,0.0 -0.6937398,-1.2180827
[40] Total Num: 6679, avg: 36.67274211405445rec_030/head/000364/000277.jpg 0.0,0.0 -0.5362341,-1.4037219
[40] Total Num: 6680, avg: 36.679494853974376rec_030/head/000364/000278.jpg 0.0,0.0 -0.116708525,-1.381844
[40] Total Num: 6681, avg: 36.685866484665794rec_030/head/000364/000279.jpg 0.0,0.0 0.23462565,-1.3267367
[40] Total Num: 6682, avg: 36.6918109835242rec_030/head/000364/000280.jpg 0.0,0.0 0.5349518,-1.2684708
[40] Total Num: 6683, avg: 36.69756689644557rec_030/head/000364/000281.jpg 0.0,0.0 0.77052325,-1.178692
[40] Total Num: 6684, avg: 36.70316057705532rec_030/head/000364/000282.jpg 0.0,0.0 0.85528785,-1.0413711
[40] Total Num: 6685, avg: 36.708238935952906rec_030/head/000364/000283.jpg 0.0,0.0 0.89112496,-0.89640856
[40] Total Num: 6686, avg: 36.71275335874713rec_030/head/000364/000284.jpg 0.0,0.0 0.9239509,-0.75756484
[40] Total Num: 6687, avg: 36.716838984250955rec_030/head/000364/000286.jpg 0.0,0.0 0.84763503,-0.48999998
[40] Total Num: 6688, avg: 36.71946435572191rec_030/head/000364/000287.jpg 0.0,0.0 0.73864806,-0.3814619
[40] Total Num: 6689, avg: 36.72095154534764rec_030/head/000364/000288.jpg 0.0,0.0 0.6793596,-0.3157843
[40] Total Num: 6690, avg: 36.72178706569929rec_030/head/000364/000290.jpg 0.0,0.0 0.5860398,-0.18684077
[40] Total Num: 6691, avg: 36.7215374135944rec_030/head/000364/000291.jpg 0.0,0.0 0.56794703,-0.11406413
[40] Total Num: 6692, avg: 36.72099921363192rec_030/head/000364/000292.jpg 0.0,0.0 0.49853534,-0.034704607
[40] Total Num: 6693, avg: 36.719789932415374rec_030/head/000364/000293.jpg 0.0,0.0 0.525275,0.041426133
[40] Total Num: 6694, avg: 36.718813080579515rec_030/head/000364/000294.jpg 0.0,0.0 0.43828514,0.09620702
[40] Total Num: 6695, avg: 36.717162978805106rec_030/head/000364/000295.jpg 0.0,0.0 0.38244846,0.14941323
[40] Total Num: 6696, avg: 36.715181418252236rec_030/head/000364/000296.jpg 0.0,0.0 0.30331153,0.19412561
[40] Total Num: 6697, avg: 36.712766148038604rec_030/head/000364/000297.jpg 0.0,0.0 0.22450042,0.2384097
[40] Total Num: 6698, avg: 36.71007367620614rec_030/head/000364/000298.jpg 0.0,0.0 0.13246445,0.2625208
[40] Total Num: 6699, avg: 36.707102794984934rec_030/head/000364/000300.jpg 0.0,0.0 -0.054379903,0.2709001
[40] Total Num: 6700, avg: 36.70398584326156rec_030/head/000364/000301.jpg 0.0,0.0 -0.12664904,0.24727245
[40] Total Num: 6701, avg: 36.70087884051013rec_030/head/000364/000302.jpg 0.0,0.0 -0.1901082,0.21464713
[40] Total Num: 6702, avg: 36.69784567545895rec_030/head/000364/000304.jpg 0.0,0.0 -0.2842724,-0.008524074
[40] Total Num: 6703, avg: 36.694801797566825rec_030/head/000364/000305.jpg 0.0,0.0 -0.35416275,-0.22403738
[40] Total Num: 6704, avg: 36.69288814202775rec_030/head/000364/000306.jpg 0.0,0.0 -0.38339278,-0.47236666
[40] Total Num: 6705, avg: 36.69253510276426rec_030/head/000364/000307.jpg 0.0,0.0 -0.4884926,-0.8233846
[40] Total Num: 6706, avg: 36.69498370374223rec_030/head/000364/000308.jpg 0.0,0.0 -0.5844382,-1.1196438
[40] Total Num: 6707, avg: 36.69975205627559rec_030/head/000364/000311.jpg 0.0,0.0 -0.6350158,-1.5208925
[40] Total Num: 6708, avg: 36.707354722761856rec_030/head/000364/000313.jpg 0.0,0.0 1.1629285,-1.4763553
[40] Total Num: 6709, avg: 36.714978663249774rec_030/head/000364/000314.jpg 0.0,0.0 1.3598812,-1.4185951
[40] Total Num: 6710, avg: 36.72264871978507rec_030/head/000364/000315.jpg 0.0,0.0 1.144928,-1.3508388
[40] Total Num: 6711, avg: 36.729816938277416rec_030/head/000364/000316.jpg 0.0,0.0 1.2442229,-1.2973936
[40] Total Num: 6712, avg: 36.73701316298275rec_030/head/000364/000317.jpg 0.0,0.0 1.3140584,-1.2312658
[40] Total Num: 6713, avg: 36.74422480468374rec_030/head/000364/000318.jpg 0.0,0.0 1.0182348,-1.1211444
[40] Total Num: 6714, avg: 36.75019270011987rec_030/head/000364/000319.jpg 0.0,0.0 0.95296097,-1.0449172
[40] Total Num: 6715, avg: 36.75560523858686rec_030/head/000364/000320.jpg 0.0,0.0 1.0399969,-1.0147943
[40] Total Num: 6716, avg: 36.76122581052544rec_030/head/000364/000321.jpg 0.0,0.0 1.1111438,-0.9874035
[40] Total Num: 6717, avg: 36.7670458952277rec_030/head/000364/000322.jpg 0.0,0.0 1.132337,-0.9768945
[40] Total Num: 6718, avg: 36.77292405775981rec_030/head/000364/000323.jpg 0.0,0.0 1.234325,-1.0193118
[40] Total Num: 6719, avg: 36.77936333882374rec_030/head/000364/000324.jpg 0.0,0.0 1.1949999,-1.0684438
[40] Total Num: 6720, avg: 36.7857684406922rec_030/head/000364/000325.jpg 0.0,0.0 0.92221206,-1.0773113
[40] Total Num: 6721, avg: 36.79121214588302rec_030/head/000364/000326.jpg 0.0,0.0 0.77095795,-1.1201652
[40] Total Num: 6722, avg: 36.796419798864875rec_030/head/000364/000327.jpg 0.0,0.0 0.6475892,-1.1968907
[40] Total Num: 6723, avg: 36.801814338493976rec_030/head/000364/000328.jpg 0.0,0.0 0.42527914,-1.2445314
[40] Total Num: 6724, avg: 36.807201458329544rec_030/head/000364/000329.jpg 0.0,0.0 0.119181186,-1.2834996
[40] Total Num: 6725, avg: 36.81268130395147rec_030/head/000364/000330.jpg 0.0,0.0 -0.15665045,-1.1838082
[40] Total Num: 6726, avg: 36.81733491064661rec_030/head/000364/000331.jpg 0.0,0.0 -0.3050873,-1.0780507
[40] Total Num: 6727, avg: 36.82125372350453rec_030/head/000364/000332.jpg 0.0,0.0 -0.42689288,-1.0230532
[40] Total Num: 6728, avg: 36.82495210859296rec_030/head/000364/000333.jpg 0.0,0.0 -0.49771473,-0.97480386
[40] Total Num: 6729, avg: 36.828462602582036rec_030/head/000364/000334.jpg 0.0,0.0 -0.42767635,-0.87307996
[40] Total Num: 6730, avg: 36.83104752951797rec_030/head/000364/000336.jpg 0.0,0.0 -0.3232248,-0.9695507
[40] Total Num: 6731, avg: 36.834127544299925rec_030/head/000364/000338.jpg 0.0,0.0 0.25654712,-1.0476816
[40] Total Num: 6732, avg: 36.83773260575474rec_030/head/000364/000339.jpg 0.0,0.0 0.5370392,-0.87284076
[40] Total Num: 6733, avg: 36.84065036203461rec_038/head/000002/000025.jpg 0.0,0.0 0.5460309,0.052443184
[40] Total Num: 6734, avg: 36.83984460119681rec_038/head/000649/000025.jpg 0.0,0.0 0.9039273,0.09214214
[40] Total Num: 6735, avg: 36.84209292361405rec_038/head/000650/000025.jpg 0.0,0.0 0.785262,0.078207485
[40] Total Num: 6736, avg: 36.843328823456815rec_038/head/000652/000025.jpg 0.0,0.0 0.5100046,0.05046822
[40] Total Num: 6737, avg: 36.84221674649432rec_038/head/000002/000026.jpg 0.0,0.0 0.5419265,0.07772478
[40] Total Num: 6738, avg: 36.84139959239935rec_038/head/000650/000026.jpg 0.0,0.0 0.7679667,0.10853904
[40] Total Num: 6739, avg: 36.8425136872167rec_038/head/000649/000026.jpg 0.0,0.0 0.9162638,0.13138676
[40] Total Num: 6740, avg: 36.84489254970001rec_038/head/000652/000026.jpg 0.0,0.0 0.50807977,0.07516554
[40] Total Num: 6741, avg: 36.843788137465076rec_038/head/000002/000027.jpg 0.0,0.0 0.5649555,0.098873325
[40] Total Num: 6742, avg: 36.84318959008819rec_038/head/000650/000027.jpg 0.0,0.0 0.7985988,0.13570741
[40] Total Num: 6743, avg: 36.84458718715118rec_038/head/000649/000027.jpg 0.0,0.0 0.9171708,0.16045795
[40] Total Num: 6744, avg: 36.84699926749444rec_038/head/000652/000027.jpg 0.0,0.0 0.5278182,0.09650689
[40] Total Num: 6745, avg: 36.84608733030592rec_038/head/000002/000028.jpg 0.0,0.0 0.59021366,0.11212739
[40] Total Num: 6746, avg: 36.84571734589485rec_038/head/000650/000028.jpg 0.0,0.0 0.8348915,0.15404809
[40] Total Num: 6747, avg: 36.84743685796256rec_038/head/000649/000028.jpg 0.0,0.0 0.94780046,0.18071356
