name results gts
rec_022/head/000000/000131.jpg 0.0,0.0 0.4719235,0.057821166
[30] Total Num: 9480, avg: 38.064392051617105rec_045/head/000615/000631.jpg 0.0,0.0 -0.49481404,-0.65316224
[30] Total Num: 9481, avg: 38.06519321966203rec_045/head/000616/000632.jpg 0.0,0.0 -0.3405122,-0.862758
[30] Total Num: 9482, avg: 38.066683173252436rec_045/head/000614/000632.jpg 0.0,0.0 0.2805206,-0.93762356
[30] Total Num: 9483, avg: 38.0685056234557rec_045/head/000615/000632.jpg 0.0,0.0 -0.7195363,-0.72873265
[30] Total Num: 9484, avg: 38.070382503229rec_045/head/000616/000633.jpg 0.0,0.0 -0.4689909,-0.85608
[30] Total Num: 9485, avg: 38.07208543880636rec_045/head/000614/000633.jpg 0.0,0.0 0.11597585,-0.95464414
[30] Total Num: 9486, avg: 38.07386670489974rec_045/head/000616/000634.jpg 0.0,0.0 -0.464499,-0.8197413
[30] Total Num: 9487, avg: 38.07537708160345rec_045/head/000614/000634.jpg 0.0,0.0 0.08525709,-0.98271567
[30] Total Num: 9488, avg: 38.07731307812372rec_045/head/000616/000635.jpg 0.0,0.0 -0.3909051,-0.8266253
[30] Total Num: 9489, avg: 38.078698638817926rec_045/head/000614/000635.jpg 0.0,0.0 0.18239494,-0.95955616
[30] Total Num: 9490, avg: 38.080549340911176rec_045/head/000616/000636.jpg 0.0,0.0 -0.26582453,-0.92731607
[30] Total Num: 9491, avg: 38.082292630603646rec_045/head/000614/000636.jpg 0.0,0.0 0.44085768,-0.9340669
[30] Total Num: 9492, avg: 38.08433531474003rec_045/head/000616/000637.jpg 0.0,0.0 0.12629072,-0.9827713
[30] Total Num: 9493, avg: 38.086287068496816rec_045/head/000614/000637.jpg 0.0,0.0 0.7662894,-0.79719025
[30] Total Num: 9494, avg: 38.088571375774734rec_045/head/000615/000637.jpg 0.0,0.0 -0.4614086,-0.77040035
[30] Total Num: 9495, avg: 38.08982745480233rec_045/head/000614/000638.jpg 0.0,0.0 0.95647496,-0.60475147
[30] Total Num: 9496, avg: 38.09231318789403rec_045/head/000616/000638.jpg 0.0,0.0 0.67103714,-0.9113783
[30] Total Num: 9497, avg: 38.094759656173714rec_045/head/000615/000638.jpg 0.0,0.0 -0.14562857,-0.8897425
[30] Total Num: 9498, avg: 38.09616769335715rec_048/head/000001/000003.jpg 0.0,0.0 0.7624063,0.11951904
[30] Total Num: 9499, avg: 38.09680068881995rec_048/head/000000/000003.jpg 0.0,0.0 0.55353534,0.084647804
[30] Total Num: 9500, avg: 38.09616372704359rec_048/head/000002/000003.jpg 0.0,0.0 0.49315447,0.09410759
[30] Total Num: 9501, avg: 38.095177270148945rec_048/head/000004/000003.jpg 0.0,0.0 0.38462874,0.06573329
[30] Total Num: 9502, avg: 38.09351931674335rec_048/head/000000/000004.jpg 0.0,0.0 0.46266645,0.06871766
[30] Total Num: 9503, avg: 38.092328656648284rec_048/head/000001/000004.jpg 0.0,0.0 0.6209421,0.096922986
[30] Total Num: 9504, avg: 38.092103409115914rec_048/head/000002/000004.jpg 0.0,0.0 0.4073898,0.07595062
[30] Total Num: 9505, avg: 38.090591516768974rec_048/head/000004/000004.jpg 0.0,0.0 0.30906424,0.051581763
[30] Total Num: 9506, avg: 38.0884722888325rec_048/head/000000/000005.jpg 0.0,0.0 0.47341955,0.06963634
[30] Total Num: 9507, avg: 38.08734746534646rec_048/head/000001/000005.jpg 0.0,0.0 0.61952776,0.09607684
[30] Total Num: 9508, avg: 38.08711374790688rec_048/head/000002/000005.jpg 0.0,0.0 0.39867,0.07379065
[30] Total Num: 9509, avg: 38.085549162271676rec_048/head/000004/000005.jpg 0.0,0.0 0.31942567,0.051876668
[30] Total Num: 9510, avg: 38.08349320248463rec_048/head/000000/000006.jpg 0.0,0.0 0.5643443,0.08489006
[30] Total Num: 9511, avg: 38.08292286687254rec_048/head/000001/000006.jpg 0.0,0.0 0.7572115,0.11750278
[30] Total Num: 9512, avg: 38.083524056089594rec_048/head/000002/000006.jpg 0.0,0.0 0.48636505,0.09216456
[30] Total Num: 9513, avg: 38.082498052054554rec_048/head/000004/000006.jpg 0.0,0.0 0.3833783,0.06529138
[30] Total Num: 9514, avg: 38.080835679369294rec_048/head/000000/000007.jpg 0.0,0.0 0.5526882,0.0805411
[30] Total Num: 9515, avg: 38.08019308528772rec_048/head/000001/000007.jpg 0.0,0.0 0.7587931,0.11441498
[30] Total Num: 9516, avg: 38.08080144198431rec_048/head/000002/000007.jpg 0.0,0.0 0.48742753,0.08996472
[30] Total Num: 9517, avg: 38.07978019110125rec_048/head/000004/000007.jpg 0.0,0.0 0.38197672,0.062014922
[30] Total Num: 9518, avg: 38.078107407213rec_048/head/000000/000008.jpg 0.0,0.0 0.53930736,0.07175468
[30] Total Num: 9519, avg: 38.077379116029356rec_048/head/000001/000008.jpg 0.0,0.0 0.7444593,0.103777066
[30] Total Num: 9520, avg: 38.07789492782995rec_048/head/000002/000008.jpg 0.0,0.0 0.48342335,0.08263242
[30] Total Num: 9521, avg: 38.07684360458053rec_048/head/000004/000008.jpg 0.0,0.0 0.3639756,0.053819824
[30] Total Num: 9522, avg: 38.07505764790769rec_048/head/000000/000009.jpg 0.0,0.0 0.5315479,0.05901741
[30] Total Num: 9523, avg: 38.07427529144444rec_048/head/000001/000009.jpg 0.0,0.0 0.73362094,0.08738511
[30] Total Num: 9524, avg: 38.0747163938739rec_048/head/000002/000009.jpg 0.0,0.0 0.47249052,0.070097834
[30] Total Num: 9525, avg: 38.07358999193337rec_048/head/000004/000009.jpg 0.0,0.0 0.35945398,0.04376053
[30] Total Num: 9526, avg: 38.071770454108176rec_048/head/000000/000010.jpg 0.0,0.0 0.51268876,0.042261396
[30] Total Num: 9527, avg: 38.070867114972344rec_048/head/000001/000010.jpg 0.0,0.0 0.7126645,0.06623044
[30] Total Num: 9528, avg: 38.07117221013208rec_048/head/000002/000010.jpg 0.0,0.0 0.457905,0.053535562
[30] Total Num: 9529, avg: 38.069947624327405rec_048/head/000004/000010.jpg 0.0,0.0 0.35007432,0.029264241
[30] Total Num: 9530, avg: 38.06806461458487rec_048/head/000000/000011.jpg 0.0,0.0 0.5009846,0.025047552
[30] Total Num: 9531, avg: 38.06708560314308rec_048/head/000001/000011.jpg 0.0,0.0 0.68878746,0.043155383
[30] Total Num: 9532, avg: 38.06723901081166rec_048/head/000002/000011.jpg 0.0,0.0 0.44530463,0.036190916
[30] Total Num: 9533, avg: 38.065930433700274rec_048/head/000004/000011.jpg 0.0,0.0 0.3542272,0.015331042
[30] Total Num: 9534, avg: 38.06406846503848rec_048/head/000536/000011.jpg 0.0,0.0 0.71606934,0.05437482
[30] Total Num: 9535, avg: 38.06438948304296rec_048/head/000000/000012.jpg 0.0,0.0 0.4938953,0.0017005933
[30] Total Num: 9536, avg: 38.063365351342995rec_048/head/000001/000012.jpg 0.0,0.0 0.67495257,0.0121407565
[30] Total Num: 9537, avg: 38.063429715766716rec_048/head/000002/000012.jpg 0.0,0.0 0.44078976,0.012473211
[30] Total Num: 9538, avg: 38.06208786291932rec_048/head/000004/000012.jpg 0.0,0.0 0.33692428,-0.0042462135
[30] Total Num: 9539, avg: 38.06012159041521rec_048/head/000001/000013.jpg 0.0,0.0 0.65110517,-0.029844534
[30] Total Num: 9540, avg: 38.06004600663712rec_048/head/000000/000013.jpg 0.0,0.0 0.47865993,-0.029831506
[30] Total Num: 9541, avg: 38.05893650381879rec_048/head/000002/000013.jpg 0.0,0.0 0.4423963,-0.019332083
[30] Total Num: 9542, avg: 38.05760670890246rec_048/head/000004/000013.jpg 0.0,0.0 0.33346474,-0.03208357
[30] Total Num: 9543, avg: 38.05562970549453rec_048/head/000536/000013.jpg 0.0,0.0 0.67079043,-0.028038207
[30] Total Num: 9544, avg: 38.055672266257055rec_048/head/000001/000014.jpg 0.0,0.0 0.5982739,-0.083506025
[30] Total Num: 9545, avg: 38.0553071244844rec_048/head/000000/000014.jpg 0.0,0.0 0.43044308,-0.06785642
[30] Total Num: 9546, avg: 38.05393407709336rec_048/head/000002/000014.jpg 0.0,0.0 0.39665344,-0.059111074
[30] Total Num: 9547, avg: 38.052353514717346rec_048/head/000004/000014.jpg 0.0,0.0 0.30810496,-0.06574079
[30] Total Num: 9548, avg: 38.05025732861918rec_048/head/000536/000014.jpg 0.0,0.0 0.57671106,-0.08691045
[30] Total Num: 9549, avg: 38.049767626918005rec_048/head/000000/000015.jpg 0.0,0.0 0.4422735,-0.11674013
[30] Total Num: 9550, avg: 38.0485217666974rec_048/head/000001/000015.jpg 0.0,0.0 0.59490675,-0.14510387
[30] Total Num: 9551, avg: 38.04819897261284rec_048/head/000002/000015.jpg 0.0,0.0 0.3932085,-0.104136996
[30] Total Num: 9552, avg: 38.04665142869068rec_048/head/000004/000015.jpg 0.0,0.0 0.31287503,-0.10646099
[30] Total Num: 9553, avg: 38.04464753520766rec_048/head/000536/000015.jpg 0.0,0.0 0.5932859,-0.15924679
[30] Total Num: 9554, avg: 38.044334444399354rec_048/head/000001/000016.jpg 0.0,0.0 0.6123337,-0.21133116
[30] Total Num: 9555, avg: 38.044210495720414rec_048/head/000000/000016.jpg 0.0,0.0 0.44862822,-0.16657618
[30] Total Num: 9556, avg: 38.04308675940391rec_048/head/000002/000016.jpg 0.0,0.0 0.41264746,-0.15726358
[30] Total Num: 9557, avg: 38.04174389522005rec_048/head/000004/000016.jpg 0.0,0.0 0.31632504,-0.1494391
[30] Total Num: 9558, avg: 38.03985453313679rec_048/head/000536/000016.jpg 0.0,0.0 0.5962294,-0.22839342
[30] Total Num: 9559, avg: 38.03967208991196rec_048/head/000000/000017.jpg 0.0,0.0 0.4635176,-0.21764247
[30] Total Num: 9560, avg: 38.03874176224422rec_048/head/000001/000017.jpg 0.0,0.0 0.620479,-0.2701402
[30] Total Num: 9561, avg: 38.03877568459163rec_048/head/000002/000017.jpg 0.0,0.0 0.41719964,-0.20345125
[30] Total Num: 9562, avg: 38.037563077665055rec_048/head/000004/000017.jpg 0.0,0.0 0.32547852,-0.19521463
[30] Total Num: 9563, avg: 38.035848684362236rec_048/head/000536/000017.jpg 0.0,0.0 0.63746774,-0.30392107
[30] Total Num: 9564, avg: 38.03604722607798rec_048/head/000000/000018.jpg 0.0,0.0 0.47764704,-0.27148232
[30] Total Num: 9565, avg: 38.035330353254444rec_048/head/000001/000018.jpg 0.0,0.0 0.6302557,-0.32822394
[30] Total Num: 9566, avg: 38.035547786350264rec_048/head/000002/000018.jpg 0.0,0.0 0.4193283,-0.25144818
[30] Total Num: 9567, avg: 38.03447714497108rec_048/head/000004/000018.jpg 0.0,0.0 0.33261418,-0.24474867
[30] Total Num: 9568, avg: 38.03295862060597rec_048/head/000536/000018.jpg 0.0,0.0 0.6536094,-0.3681679
[30] Total Num: 9569, avg: 38.03339507885499rec_048/head/000001/000019.jpg 0.0,0.0 0.6313485,-0.3657019
[30] Total Num: 9570, avg: 38.033712885060744rec_048/head/000000/000019.jpg 0.0,0.0 0.4655315,-0.30073917
[30] Total Num: 9571, avg: 38.03302062604927rec_048/head/000002/000019.jpg 0.0,0.0 0.4042323,-0.2793918
[30] Total Num: 9572, avg: 38.03196217475426rec_048/head/000004/000019.jpg 0.0,0.0 0.3097933,-0.2675657
[30] Total Num: 9573, avg: 38.03042233750341rec_048/head/000536/000019.jpg 0.0,0.0 0.66441077,-0.4072537
[30] Total Num: 9574, avg: 38.031015188692386rec_048/head/000000/000020.jpg 0.0,0.0 0.4946043,-0.3160982
[30] Total Num: 9575, avg: 38.03051298802697rec_048/head/000001/000020.jpg 0.0,0.0 0.6769372,-0.3804851
[30] Total Num: 9576, avg: 38.031098264267996rec_048/head/000002/000020.jpg 0.0,0.0 0.4184304,-0.28720134
[30] Total Num: 9577, avg: 38.03013444137944rec_048/head/000004/000020.jpg 0.0,0.0 0.32070604,-0.28010166
[30] Total Num: 9578, avg: 38.02869184434383rec_048/head/000536/000020.jpg 0.0,0.0 0.7246379,-0.42186737
[30] Total Num: 9579, avg: 38.02961943381846rec_048/head/000543/000020.jpg 0.0,0.0 0.7757106,-0.45315832
[30] Total Num: 9580, avg: 38.030876139405144rec_048/head/000001/000021.jpg 0.0,0.0 0.7053094,-0.38771778
[30] Total Num: 9581, avg: 38.03162220761609rec_048/head/000000/000021.jpg 0.0,0.0 0.51535445,-0.32663518
[30] Total Num: 9582, avg: 38.031253782417174rec_048/head/000002/000021.jpg 0.0,0.0 0.43151882,-0.2960106
[30] Total Num: 9583, avg: 38.03038205339571rec_048/head/000004/000021.jpg 0.0,0.0 0.33482203,-0.29603514
[30] Total Num: 9584, avg: 38.02906349854273rec_048/head/000536/000021.jpg 0.0,0.0 0.7751461,-0.43269104
[30] Total Num: 9585, avg: 38.03026780371667rec_048/head/000001/000022.jpg 0.0,0.0 0.65865934,-0.3331782
[30] Total Num: 9586, avg: 38.030644452709744rec_048/head/000000/000022.jpg 0.0,0.0 0.487615,-0.282551
[30] Total Num: 9587, avg: 38.03001119484771rec_048/head/000002/000022.jpg 0.0,0.0 0.4132197,-0.25768417
[30] Total Num: 9588, avg: 38.02893122327436rec_048/head/000004/000022.jpg 0.0,0.0 0.31657663,-0.25454235
[30] Total Num: 9589, avg: 38.027376396816095rec_048/head/000536/000022.jpg 0.0,0.0 0.7284158,-0.37584203
[30] Total Num: 9590, avg: 38.02821202991673rec_048/head/000001/000023.jpg 0.0,0.0 0.62193066,-0.27536732
[30] Total Num: 9591, avg: 38.02826575989209rec_048/head/000000/000023.jpg 0.0,0.0 0.45905033,-0.23171692
[30] Total Num: 9592, avg: 38.02735037284747rec_048/head/000002/000023.jpg 0.0,0.0 0.40026346,-0.21330741
[30] Total Num: 9593, avg: 38.026078955549714rec_048/head/000004/000023.jpg 0.0,0.0 0.30631128,-0.21304145
[30] Total Num: 9594, avg: 38.02433217955122rec_048/head/000536/000023.jpg 0.0,0.0 0.67231166,-0.3087248
[30] Total Num: 9595, avg: 38.024726414754916rec_048/head/000001/000024.jpg 0.0,0.0 0.60475963,-0.22154573
[30] Total Num: 9596, avg: 38.02458079531142rec_048/head/000000/000024.jpg 0.0,0.0 0.44480512,-0.18522134
[30] Total Num: 9597, avg: 38.0234809912327rec_048/head/000002/000024.jpg 0.0,0.0 0.38558796,-0.16629529
[30] Total Num: 9598, avg: 38.022016240973095rec_048/head/000004/000024.jpg 0.0,0.0 0.29794294,-0.16945463
[30] Total Num: 9599, avg: 38.02009364681213rec_048/head/000536/000024.jpg 0.0,0.0 0.6245913,-0.24151935
[30] Total Num: 9600, avg: 38.02009497589467rec_048/head/000001/000025.jpg 0.0,0.0 0.59438336,-0.16999725
[30] Total Num: 9601, avg: 38.019807386266024rec_048/head/000000/000025.jpg 0.0,0.0 0.43879923,-0.14264108
[30] Total Num: 9602, avg: 38.018592448890914rec_048/head/000002/000025.jpg 0.0,0.0 0.38336763,-0.12675992
[30] Total Num: 9603, avg: 38.01703666458574rec_048/head/000004/000025.jpg 0.0,0.0 0.29794168,-0.13105625
[30] Total Num: 9604, avg: 38.01501533739696rec_048/head/000536/000025.jpg 0.0,0.0 0.6234104,-0.18831764
[30] Total Num: 9605, avg: 38.01492052342522rec_048/head/000001/000026.jpg 0.0,0.0 0.6076279,-0.115070656
[30] Total Num: 9606, avg: 38.01464369891025rec_048/head/000000/000026.jpg 0.0,0.0 0.4401798,-0.09668431
[30] Total Num: 9607, avg: 38.01337046882193rec_048/head/000002/000026.jpg 0.0,0.0 0.3907921,-0.08237892
[30] Total Num: 9608, avg: 38.011793073277765rec_048/head/000004/000026.jpg 0.0,0.0 0.30667338,-0.092080556
[30] Total Num: 9609, avg: 38.00974398356094rec_048/head/000536/000026.jpg 0.0,0.0 0.60778326,-0.12190536
[30] Total Num: 9610, avg: 38.00947554723914rec_048/head/000001/000027.jpg 0.0,0.0 0.60126156,-0.05832986
[30] Total Num: 9611, avg: 38.00911991988939rec_048/head/000000/000027.jpg 0.0,0.0 0.44465503,-0.05347102
[30] Total Num: 9612, avg: 38.007833929729685rec_048/head/000002/000027.jpg 0.0,0.0 0.3962862,-0.041084617
[30] Total Num: 9613, avg: 38.00625408655467rec_048/head/000004/000027.jpg 0.0,0.0 0.3228503,-0.055404
[30] Total Num: 9614, avg: 38.00425208022719rec_048/head/000536/000027.jpg 0.0,0.0 0.6216676,-0.06104488
[30] Total Num: 9615, avg: 38.004019461909216rec_048/head/000001/000028.jpg 0.0,0.0 0.61558974,-0.009960044
[30] Total Num: 9616, avg: 38.003735631973086rec_048/head/000000/000028.jpg 0.0,0.0 0.4496645,-0.015425819
[30] Total Num: 9617, avg: 38.00246436899218rec_048/head/000002/000028.jpg 0.0,0.0 0.4032541,-0.003946678
[30] Total Num: 9618, avg: 38.000915537509236rec_048/head/000004/000028.jpg 0.0,0.0 0.29981068,-0.01962972
[30] Total Num: 9619, avg: 37.99875446505713rec_048/head/000536/000028.jpg 0.0,0.0 0.6306734,-0.0052046925
[30] Total Num: 9620, avg: 37.99856083018782rec_048/head/000001/000029.jpg 0.0,0.0 0.6086072,0.030368097
[30] Total Num: 9621, avg: 37.99823965281311rec_048/head/000000/000029.jpg 0.0,0.0 0.43968776,0.015597612
[30] Total Num: 9622, avg: 37.99691028513907rec_048/head/000002/000029.jpg 0.0,0.0 0.4048053,0.026861994
[30] Total Num: 9623, avg: 37.99537697119154rec_048/head/000004/000029.jpg 0.0,0.0 0.3102183,0.0070065674
[30] Total Num: 9624, avg: 37.99327630707553rec_048/head/000536/000029.jpg 0.0,0.0 0.6372446,0.0398674
[30] Total Num: 9625, avg: 37.99312873343803rec_048/head/000001/000030.jpg 0.0,0.0 0.6167194,0.05761123
[30] Total Num: 9626, avg: 37.99286654227447rec_048/head/000000/000030.jpg 0.0,0.0 0.45102128,0.036285777
[30] Total Num: 9627, avg: 37.99161241474436rec_048/head/000002/000030.jpg 0.0,0.0 0.4059221,0.048359297
[30] Total Num: 9628, avg: 37.99009822410968rec_048/head/000004/000030.jpg 0.0,0.0 0.31130347,0.025815332
[30] Total Num: 9629, avg: 37.98801135254264rec_048/head/000536/000030.jpg 0.0,0.0 0.6243355,0.069715805
[30] Total Num: 9630, avg: 37.987801229007765rec_048/head/000001/000031.jpg 0.0,0.0 0.6102352,0.07140338
[30] Total Num: 9631, avg: 37.98750887562272rec_048/head/000000/000031.jpg 0.0,0.0 0.4431015,0.04621347
[30] Total Num: 9632, avg: 37.98621412168683rec_048/head/000002/000031.jpg 0.0,0.0 0.3957668,0.05842991
[30] Total Num: 9633, avg: 37.9846489233946rec_048/head/000004/000031.jpg 0.0,0.0 0.30622613,0.035288807
[30] Total Num: 9634, avg: 37.98253903030252rec_048/head/000536/000031.jpg 0.0,0.0 0.63132286,0.08521412
[30] Total Num: 9635, avg: 37.98238054454713rec_048/head/000001/000032.jpg 0.0,0.0 0.600822,0.07636332
[30] Total Num: 9636, avg: 37.98203652908876rec_048/head/000000/000032.jpg 0.0,0.0 0.4250804,0.047921643
[30] Total Num: 9637, avg: 37.980637564433074rec_048/head/000002/000032.jpg 0.0,0.0 0.39006937,0.06352093
[30] Total Num: 9638, avg: 37.97904471237538rec_048/head/000004/000032.jpg 0.0,0.0 0.28979537,0.038174342
[30] Total Num: 9639, avg: 37.97684162338317rec_048/head/000536/000032.jpg 0.0,0.0 0.62874776,0.090080515
[30] Total Num: 9640, avg: 37.97667212025394rec_048/head/000000/000033.jpg 0.0,0.0 0.40675083,0.04612658
[30] Total Num: 9641, avg: 37.97516496353451rec_048/head/000001/000033.jpg 0.0,0.0 0.57270706,0.07514515
[30] Total Num: 9642, avg: 37.97465557269304rec_048/head/000004/000033.jpg 0.0,0.0 0.26679564,0.03757416
[30] Total Num: 9643, avg: 37.97231800995926rec_048/head/000002/000033.jpg 0.0,0.0 0.36847657,0.064744726
[30] Total Num: 9644, avg: 37.9706017710668rec_048/head/000536/000033.jpg 0.0,0.0 0.6012666,0.08673031
[30] Total Num: 9645, avg: 37.970269176936725rec_048/head/000001/000034.jpg 0.0,0.0 0.54588044,0.07624399
[30] Total Num: 9646, avg: 37.969603546072996rec_048/head/000000/000034.jpg 0.0,0.0 0.38407907,0.045269888
[30] Total Num: 9647, avg: 37.967963792370995rec_048/head/000002/000034.jpg 0.0,0.0 0.33118764,0.06485333
[30] Total Num: 9648, avg: 37.966031259805284rec_048/head/000004/000034.jpg 0.0,0.0 0.24318591,0.03797036
[30] Total Num: 9649, avg: 37.96355773838369rec_048/head/000536/000034.jpg 0.0,0.0 0.57554495,0.0854043
[30] Total Num: 9650, avg: 37.96307413414942rec_048/head/000000/000035.jpg 0.0,0.0 0.35219774,0.046047598
[30] Total Num: 9651, avg: 37.961248517832345rec_048/head/000001/000035.jpg 0.0,0.0 0.50846255,0.0792047
[30] Total Num: 9652, avg: 37.96036706210131rec_048/head/000002/000035.jpg 0.0,0.0 0.301813,0.067860425
[30] Total Num: 9653, avg: 37.95826936464928rec_048/head/000004/000035.jpg 0.0,0.0 0.2109021,0.041433252
[30] Total Num: 9654, avg: 37.95561275701019rec_048/head/000536/000035.jpg 0.0,0.0 0.5597124,0.0891634
[30] Total Num: 9655, avg: 37.95504051396227rec_048/head/000543/000035.jpg 0.0,0.0 0.55869913,0.1089242
[30] Total Num: 9656, avg: 37.954480777449504rec_048/head/000001/000036.jpg 0.0,0.0 0.4829805,0.07533971
[30] Total Num: 9657, avg: 37.953448015330444rec_048/head/000000/000036.jpg 0.0,0.0 0.32752565,0.041664127
[30] Total Num: 9658, avg: 37.951476405148796rec_048/head/000002/000036.jpg 0.0,0.0 0.2820369,0.06589997
[30] Total Num: 9659, avg: 37.949264152145545rec_048/head/000004/000036.jpg 0.0,0.0 0.19136985,0.037750714
[30] Total Num: 9660, avg: 37.946492326164915rec_048/head/000536/000036.jpg 0.0,0.0 0.52806497,0.0825665
[30] Total Num: 9661, avg: 37.94573074495506rec_048/head/000543/000036.jpg 0.0,0.0 0.529174,0.09812492
[30] Total Num: 9662, avg: 37.944989876898205rec_048/head/000001/000037.jpg 0.0,0.0 0.4607296,0.043384757
[30] Total Num: 9663, avg: 37.94380611239224rec_048/head/000000/000037.jpg 0.0,0.0 0.32587764,0.018014746
[30] Total Num: 9664, avg: 37.94181471129638rec_048/head/000002/000037.jpg 0.0,0.0 0.26961923,0.04052919
[30] Total Num: 9665, avg: 37.93950489064795rec_048/head/000004/000037.jpg 0.0,0.0 0.17761168,0.015401756
[30] Total Num: 9666, avg: 37.93663655658868rec_048/head/000536/000037.jpg 0.0,0.0 0.52108186,0.048350956
[30] Total Num: 9667, avg: 37.93581268208872rec_048/head/000543/000037.jpg 0.0,0.0 0.5112902,0.060584806
[30] Total Num: 9668, avg: 37.93493822806915rec_048/head/000001/000038.jpg 0.0,0.0 0.4537806,0.005622309
[30] Total Num: 9669, avg: 37.93370403958659rec_048/head/000000/000038.jpg 0.0,0.0 0.31454062,-0.011830965
[30] Total Num: 9670, avg: 37.93164617690301rec_048/head/000002/000038.jpg 0.0,0.0 0.26873234,0.010809105
[30] Total Num: 9671, avg: 37.929317331160945rec_048/head/000004/000038.jpg 0.0,0.0 0.17246695,-0.0109258415
[30] Total Num: 9672, avg: 37.926419473755736rec_048/head/000536/000038.jpg 0.0,0.0 0.49172184,0.0055533997
[30] Total Num: 9673, avg: 37.92541139089887rec_048/head/000543/000038.jpg 0.0,0.0 0.49898934,0.017398188
[30] Total Num: 9674, avg: 37.924448033277336rec_048/head/000001/000039.jpg 0.0,0.0 0.43871674,-0.037385993
[30] Total Num: 9675, avg: 37.92313509914511rec_048/head/000000/000039.jpg 0.0,0.0 0.3120025,-0.046421107
[30] Total Num: 9676, avg: 37.92108297825051rec_048/head/000002/000039.jpg 0.0,0.0 0.2568748,-0.02552624
[30] Total Num: 9677, avg: 37.91869253205328rec_048/head/000004/000039.jpg 0.0,0.0 0.17556757,-0.04258112
[30] Total Num: 9678, avg: 37.915843726210525rec_048/head/000536/000039.jpg 0.0,0.0 0.47882354,-0.0419372
[30] Total Num: 9679, avg: 37.91477084763967rec_048/head/000543/000039.jpg 0.0,0.0 0.48900652,-0.03133281
[30] Total Num: 9680, avg: 37.91375390995616rec_048/head/000001/000040.jpg 0.0,0.0 0.4401359,-0.095744975
[30] Total Num: 9681, avg: 37.91249946923426rec_048/head/000000/000040.jpg 0.0,0.0 0.30341786,-0.088997096
[30] Total Num: 9682, avg: 37.910452607484004rec_048/head/000002/000040.jpg 0.0,0.0 0.25739986,-0.07116249
[30] Total Num: 9683, avg: 37.90811641597799rec_048/head/000004/000040.jpg 0.0,0.0 0.18045528,-0.084012285
[30] Total Num: 9684, avg: 37.90537846992524rec_048/head/000536/000040.jpg 0.0,0.0 0.4547798,-0.1004828
[30] Total Num: 9685, avg: 37.90421549125187rec_048/head/000543/000040.jpg 0.0,0.0 0.4751369,-0.09420198
[30] Total Num: 9686, avg: 37.90316334007286rec_048/head/000001/000041.jpg 0.0,0.0 0.45009312,-0.16663405
[30] Total Num: 9687, avg: 37.90207755220549rec_048/head/000000/000041.jpg 0.0,0.0 0.32064155,-0.14730828
[30] Total Num: 9688, avg: 37.90024584120687rec_048/head/000002/000041.jpg 0.0,0.0 0.26158187,-0.12541533
[30] Total Num: 9689, avg: 37.89804594501312rec_048/head/000004/000041.jpg 0.0,0.0 0.18480897,-0.13174199
[30] Total Num: 9690, avg: 37.8954742923235rec_048/head/000536/000041.jpg 0.0,0.0 0.47940987,-0.18014893
[30] Total Num: 9691, avg: 37.89457718206432rec_048/head/000543/000041.jpg 0.0,0.0 0.47725636,-0.17134592
[30] Total Num: 9692, avg: 37.89365175126361rec_048/head/000001/000042.jpg 0.0,0.0 0.47726747,-0.25789815
[30] Total Num: 9693, avg: 37.89292087228282rec_048/head/000000/000042.jpg 0.0,0.0 0.34467503,-0.22320129
[30] Total Num: 9694, avg: 37.89142458939315rec_048/head/000002/000042.jpg 0.0,0.0 0.27905384,-0.19660504
[30] Total Num: 9695, avg: 37.88952483137529rec_048/head/000004/000042.jpg 0.0,0.0 0.203401,-0.2023185
[30] Total Num: 9696, avg: 37.88730651170748rec_048/head/000536/000042.jpg 0.0,0.0 0.5037861,-0.27608973
[30] Total Num: 9697, avg: 37.88675969641998rec_048/head/000543/000042.jpg 0.0,0.0 0.5097532,-0.27416587
[30] Total Num: 9698, avg: 37.88623847175982rec_048/head/000001/000043.jpg 0.0,0.0 0.5056433,-0.3555757
[30] Total Num: 9699, avg: 37.88593073343508rec_048/head/000000/000043.jpg 0.0,0.0 0.3681678,-0.30812636
[30] Total Num: 9700, avg: 37.88483384993127rec_048/head/000002/000043.jpg 0.0,0.0 0.299841,-0.2822711
[30] Total Num: 9701, avg: 37.88334339959175rec_048/head/000004/000043.jpg 0.0,0.0 0.21133807,-0.27340478
[30] Total Num: 9702, avg: 37.881469843404886rec_048/head/000536/000043.jpg 0.0,0.0 0.54803675,-0.38510695
[30] Total Num: 9703, avg: 37.88145297417531rec_048/head/000543/000043.jpg 0.0,0.0 0.5791277,-0.4002215
[30] Total Num: 9704, avg: 37.88162740551903rec_048/head/000001/000044.jpg 0.0,0.0 0.5358726,-0.45533094
[30] Total Num: 9705, avg: 37.88178862548824rec_048/head/000000/000044.jpg 0.0,0.0 0.39846298,-0.40497383
[30] Total Num: 9706, avg: 37.88119308808396rec_048/head/000002/000044.jpg 0.0,0.0 0.3089947,-0.36250985
[30] Total Num: 9707, avg: 37.880075750740396rec_048/head/000004/000044.jpg 0.0,0.0 0.22711462,-0.3664768
[30] Total Num: 9708, avg: 37.87870233680696rec_048/head/000536/000044.jpg 0.0,0.0 0.59757155,-0.49507406
[30] Total Num: 9709, avg: 37.87926353592022rec_048/head/000543/000044.jpg 0.0,0.0 0.6578442,-0.5283239
